formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total
"Волгоградська пл, Milyutenka St, 11A, Kyiv, Ukraine, 02000","{'location': {'lat': 50.4709806, 'lng': 30.6311434}, 'viewport': {'northeast': {'lat': 50.47239487989272, 'lng': 30.63274797989272}, 'southwest': {'lat': 50.46969522010728, 'lng': 30.63004832010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,d8966b82f6894604ffd6a2bcd2ef9d24a90576fb,Nova Poshta Office #44,{'open_now': True},"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103109466967901324251/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAD5r_oK2OEE04C-UpbEvXSViQIXFO-WhmSJlBAXb-teLLTfLMkaso67YF4LyED-2ZBntLd_6qe8TIMYLBX5G2xc38Wb05IrXO-SSlsU2OB36Asgq-ryIBic53UXfcIVPLEhBm4glnxIVkT6zQZ22FnLypGhTO6v9HXVsSShouhd5-WhnxIQ8aKA', 'width': 3968}]",ChIJ3eeQQRPQ1EAR8t-VfmDcOmg,"{'compound_code': 'FJCJ+9F Kyiv, Kyiv city', 'global_code': '9G2GFJCJ+9F'}",4.3,ChIJ3eeQQRPQ1EAR8t-VfmDcOmg,"['point_of_interest', 'establishment']",390
"Kurnatovs'koho St, 15, Kyiv, Ukraine, 02139","{'location': {'lat': 50.4872866, 'lng': 30.60214199999999}, 'viewport': {'northeast': {'lat': 50.48866027989272, 'lng': 30.60367047989272}, 'southwest': {'lat': 50.48596062010728, 'lng': 30.60097082010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,187377cf07881233a4e78cca4220c4a559d3cf1a,Nova Poshta Office #84,{'open_now': True},"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100145049629650613061/photos"">Дмитрий Я</a>'], 'photo_reference': 'CmRaAAAAfRlhDRLSkqqD7-LIUkFAxyUvZc7MKv9uQbcuneMswOXQpTjrqd5tzs-F-i09eZf_CEJqz5tIY4ROaPgYbtbJKUEOYYY5le7LLtgAuSN4NP5GiITb6eHh7n4530FmcYsYEhBVR-Wp-Ou0EW0XTIIApLGrGhR-ex61T-aQJw-ff7eVRDjrhbFgGg', 'width': 4096}]",ChIJqeSwAjjQ1EARVxLHSTtw8kU,"{'compound_code': 'FJP2+WV Kyiv, Kyiv city', 'global_code': '9G2GFJP2+WV'}",4.3,ChIJqeSwAjjQ1EARVxLHSTtw8kU,"['point_of_interest', 'establishment']",528
"Pratsi Blvd, 5, Kyiv, Ukraine, 02100","{'location': {'lat': 50.4541701, 'lng': 30.6187579}, 'viewport': {'northeast': {'lat': 50.45555577989273, 'lng': 30.62023612989272}, 'southwest': {'lat': 50.45285612010728, 'lng': 30.61753647010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,9992046490dde81bc47dccd92acf678c7a445f18,Nova Poshta,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111795804256338034184/photos"">Роман Чичул</a>'], 'photo_reference': 'CmRaAAAAVoHLuJUxm0BSicIGdWl7nzpfhH5M3tjE8j_w2GLYXQCiajUgDpsNTPdjadsc2T45wnTrBNc9gYrsYn5K9co_e6_qt-iE1GhYUhD4evnCO8IzXrjYn5RJc2T2iLKrt3V3EhCW2uXGoyHqGNvLFcotBGmXGhSIU1wx0rcH_uqNicqV92XHcBbgYw', 'width': 1920}]",ChIJ-eGSzPjP1EARSFsBIz7gcOM,"{'compound_code': 'FJ39+MG Kyiv, Kyiv city', 'global_code': '9G2GFJ39+MG'}",4.4,ChIJ-eGSzPjP1EARSFsBIz7gcOM,"['point_of_interest', 'establishment']",604
"Mytropolyta Andreia Sheptytskoho St, 22, Kyiv, Ukraine, 02000","{'location': {'lat': 50.456266, 'lng': 30.5939135}, 'viewport': {'northeast': {'lat': 50.45756252989271, 'lng': 30.59511557989272}, 'southwest': {'lat': 50.45486287010727, 'lng': 30.59241592010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,60ab845515463c1c28593f58aae775d3733dd42d,Nova Poshta Office #169,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106483698356858592005/photos"">Макс Баварский</a>'], 'photo_reference': 'CmRaAAAArGD5Igpaa0Q4WGw6uskYqY6G7eT3YLmWb01avXZfN0H8Wdh93YOQ5B6OVN9y74crR_Wmtm2P5D1EI-fUQfYW7lr_GMEiaKHfo8eaU8mVre0YGR8c6-1pbzlbkehzaRtdEhDxGAPtT2U9QgEiYHcD6Ht2GhQJKhAuiLd5lKOe7Sg9nlNLJamv7w', 'width': 3120}]",ChIJPZrDBObP1EARb-hffEiyIQY,"{'compound_code': 'FH4V+GH Kyiv, Kyiv city', 'global_code': '9G2GFH4V+GH'}",3.9,ChIJPZrDBObP1EARb-hffEiyIQY,"['point_of_interest', 'establishment']",129
"Vulytsya Yevhena Sverstyuka, 11Б, Kyiv, Ukraine, 02000","{'location': {'lat': 50.44944659999999, 'lng': 30.6000334}, 'viewport': {'northeast': {'lat': 50.45097797989272, 'lng': 30.60102602989272}, 'southwest': {'lat': 50.44827832010728, 'lng': 30.59832637010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b878a21f5338532f636895c60bfd74d32537e6af,Nova Poshta Office #375,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102240772632219985683/photos"">Андрей Буравенко</a>'], 'photo_reference': 'CmRaAAAAx6nHKYu4sKRtTmN-dLEsfUizlA8hV82r5dVgPgUxeUHyM-HjlwnFmFaJBtlCrExiwpDIC_-66X6znjpwZv3PLyPC3egtjfT8WNgybJKaHt388NY1VY-AHI9ilxIvQJMlEhDdfJ1nxUAGssP8yqat7oqmGhQSefRXborSUZl9O85pSjNrjqhPtw', 'width': 4000}]",ChIJ76pOvvHP1EARUVR0sgUCPls,"{'compound_code': 'CJX2+Q2 Kyiv, Kyiv city', 'global_code': '9G2GCJX2+Q2'}",4.3,ChIJ76pOvvHP1EARUVR0sgUCPls,"['point_of_interest', 'establishment']",393
"маг.""МЕТРО, Serzha Lyfaria St, 2а, Kyiv, Ukraine, 01001","{'location': {'lat': 50.51118330000001, 'lng': 30.6240816}, 'viewport': {'northeast': {'lat': 50.51240152989272, 'lng': 30.62577372989272}, 'southwest': {'lat': 50.50970187010728, 'lng': 30.62307407010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7a6feae42347b8770402b07b684dfbd1492dbf29,Нова Пошта №187,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106568417493964061149/photos"">Анастасия Гребенюк</a>'], 'photo_reference': 'CmRaAAAAvjxUfnpbByJ5suywc-ZQSC1QzhL80IH-986dyZUqFQ5tuKCJgNqaEFvUTsteNx_bpy_pDLwm8xU1AADl5RUaQEBBAhjbgebIMPPQNa2agMh6hz3Fdq8ew1gfJdTrS9GFEhBgUZy0hmjXqWo0QvDsNWi3GhSl34SRppy68yHs0AP7XxCd8knsAA', 'width': 4128}]",ChIJK_UDwPvQ1EARX2d5ExinHUI,"{'compound_code': 'GJ6F+FJ Kyiv, Kyiv city', 'global_code': '9G2GGJ6F+FJ'}",4.8,ChIJK_UDwPvQ1EARX2d5ExinHUI,"['point_of_interest', 'establishment']",83
"Heroiv Stalinhrada Ave, 8К5, Kyiv, Ukraine, 04210","{'location': {'lat': 50.4969879, 'lng': 30.5187156}, 'viewport': {'northeast': {'lat': 50.49831332989272, 'lng': 30.52000167989272}, 'southwest': {'lat': 50.49561367010728, 'lng': 30.51730202010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,eb08453480b38ec468b15a35c2b26eff97b68511,Nova Poshta,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117617683836969567736/photos"">Микола Українець</a>'], 'photo_reference': 'CmRaAAAA6SZvWPmBJYPS1Jgi7K-KrCjfDTIIaHQnHwOCRfGYfF97wAa7DOh2Rm8hY0orFMglOYksDpEdcijqKS2w00aWoe9vXqtxDqIVADHjPPo2fBlLClYzSYV4ZD54J3uNvROREhAn9OQykB6ArzJhxpeTRyzUGhTh-R1hq3gxpAwazjq4067z8iCmOA', 'width': 4032}]",ChIJDwMkHhjT1EARRCrUycW_-wg,"{'compound_code': 'FGW9+QF Kyiv, Kyiv city', 'global_code': '9G2GFGW9+QF'}",3.7,ChIJDwMkHhjT1EARRCrUycW_-wg,"['point_of_interest', 'establishment']",3
"Volodymyra Mayakovs'koho Ave, 97/15, Kyiv, Ukraine, 02000","{'location': {'lat': 50.52806, 'lng': 30.61904}, 'viewport': {'northeast': {'lat': 50.52949797989272, 'lng': 30.62059232989272}, 'southwest': {'lat': 50.52679832010728, 'lng': 30.61789267010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,18a79ebe49a7d03f4c042a35cdd3517bc25cc405,Nova Poshta,,,ChIJbfIcnBjR1EARoaT0ASMLewU,"{'compound_code': 'GJH9+6J Kyiv, Kyiv city', 'global_code': '9G2GGJH9+6J'}",5.0,ChIJbfIcnBjR1EARoaT0ASMLewU,"['point_of_interest', 'establishment']",3
"Panelna St, 4, Kyiv, Ukraine, 02000","{'location': {'lat': 50.4595694, 'lng': 30.5857732}, 'viewport': {'northeast': {'lat': 50.46077027989272, 'lng': 30.58725232989272}, 'southwest': {'lat': 50.45807062010728, 'lng': 30.58455267010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,75af325421970664874ab9b0af017ba327d17c00,Nova Poshta,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108800076657510735638/photos"">Rick Williams</a>'], 'photo_reference': 'CmRaAAAAw7xSR0niDwB-zQu7wravk2tH4nJuzKPP---DFgOf42sSbWtU_PL84d5503rVoN8zhuZDCZZIFNXQdrO_p5bo5xbbhkunoiY6GROFSRfgUhiIcHhHs67n-1D6M_5Ae6-qEhB_Wxe7HaW0kW8FqE3M7ttqGhSc0OoRU6EpU7kQCLkypxoov8vZqA', 'width': 1080}]",ChIJyR8HqOXP1EARq9TDzKiHuIk,"{'compound_code': 'FH5P+R8 Kyiv, Kyiv city', 'global_code': '9G2GFH5P+R8'}",5.0,ChIJyR8HqOXP1EARq9TDzKiHuIk,"['point_of_interest', 'establishment']",1
"Kalachivska St, 13, Kyiv, Ukraine, 02090","{'location': {'lat': 50.44235399999999, 'lng': 30.65181179999999}, 'viewport': {'northeast': {'lat': 50.44390197989272, 'lng': 30.65334217989273}, 'southwest': {'lat': 50.44120232010727, 'lng': 30.65064252010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,e0e5fcef863f62b6755a70910b69127c4d5197ab,Nova Poshta #3,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102571913220931922620/photos"">T1m Kiev</a>'], 'photo_reference': 'CmRaAAAA2723w0ltMB3N83VoiBN_RYqVHstE2gp14r01H3IUz-OLvf6H767-QavOsmjriXGvyWD4YIytV7mpCVqkXfBiTMZvzV0Nf51uD62WFrYS0yaXQfs_82--q_Y2Fy7VVYgXEhA9VBu73lzkAXuYS7qgcJHHGhQhSaNFKpJs62CDEgbTNzACQ9--bg', 'width': 2560}]",ChIJmQLeUzbF1EARsUCcHd_Jy-E,"{'compound_code': 'CMR2+WP Kyiv, Kyiv city', 'global_code': '9G2GCMR2+WP'}",4.0,ChIJmQLeUzbF1EARsUCcHd_Jy-E,"['point_of_interest', 'establishment']",627
"Starosilska St, 52А, Kyiv, Ukraine, 02000","{'location': {'lat': 50.47993349999999, 'lng': 30.5914967}, 'viewport': {'northeast': {'lat': 50.48125987989273, 'lng': 30.59272752989272}, 'southwest': {'lat': 50.47856022010728, 'lng': 30.59002787010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/post_office-71.png,84bac10df5918edac2d99eeaf8f1f62b1a442c36,"Poshtomat ""Nova Poshta""",{'open_now': True},,ChIJHQEsMhXR1EARAPXvu6iqWjI,"{'compound_code': 'FHHR+XH Kyiv, Kyiv city', 'global_code': '9G2GFHHR+XH'}",4.0,ChIJHQEsMhXR1EARAPXvu6iqWjI,"['post_office', 'finance', 'point_of_interest', 'establishment']",1
"Yuriya Haharina Ave, 5/2, Kyiv, Ukraine, 02000","{'location': {'lat': 50.4457148, 'lng': 30.62614679999999}, 'viewport': {'northeast': {'lat': 50.44698462989273, 'lng': 30.62745827989272}, 'southwest': {'lat': 50.44428497010728, 'lng': 30.62475862010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,a5b6efaca811c41caac02212a330bcb629d3cf6f,Nova Poshta 45,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111277413545478051911/photos"">Vanya Leshchykvanya</a>'], 'photo_reference': 'CmRaAAAAWsM0pjuoA46I-lRIBEgWlsty6Dmj8dOsBBvO2ToLn64Wk3SKRY0P38svx6rCYgsF6to8dWifgVVSPbgSbAFjr95sNLN_xcyY1ySVUFd1_2ITD9UM4V34FmfuOwChE0vjEhCP8fnRwZoBWkQh5qvdggBoGhSUbUHvDO2pjUpUZNPJ5Osp1zT8Tg', 'width': 1088}]",ChIJZxHPrLDF1EARSRjlmCiRsyE,"{'compound_code': 'CJWG+7F Kyiv, Kyiv city', 'global_code': '9G2GCJWG+7F'}",0.0,ChIJZxHPrLDF1EARSRjlmCiRsyE,"['point_of_interest', 'establishment']",0
"ЖК ""Мега Сіті, Kharkivs'ke Hwy, 19, Kyiv, Ukraine, 02090","{'location': {'lat': 50.431814, 'lng': 30.634273}, 'viewport': {'northeast': {'lat': 50.43308692989272, 'lng': 30.63530232989272}, 'southwest': {'lat': 50.43038727010727, 'lng': 30.63260267010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,519fd8f6e19ea7cd071ba7a5ba90f8034118d081,Nova Poshta Office,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105792475231613175841/photos"">Андрей Муренко</a>'], 'photo_reference': 'CmRaAAAAg1HNfzkRtrvHyoa5qLmE4QgCumD7NuvgaM1e7H0jpYxOI4tiaqQCTpbTs8YWpBccLE37sYwT4WF7AlesnRXFI_O7fUY13EWJboYQ_v3PwCSqBD3xF0e3w2RGUaIczwS0EhA3c5ZX6DfxbvFqXGRsKApdGhSOPaO6JJYw9NSp0rKaMbADwdHpKQ', 'width': 1280}]",ChIJn9HlsmrF1EARymIalprmW5c,"{'compound_code': 'CJJM+PP Kyiv, Kyiv city', 'global_code': '9G2GCJJM+PP'}",4.0,ChIJn9HlsmrF1EARymIalprmW5c,"['point_of_interest', 'establishment']",127
"Yordanska St, 1, Kyiv, Ukraine, 04211","{'location': {'lat': 50.4908036, 'lng': 30.5064451}, 'viewport': {'northeast': {'lat': 50.49234507989272, 'lng': 30.50783402989272}, 'southwest': {'lat': 50.48964542010728, 'lng': 30.50513437010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,9ea587d4be4358f4b1ba69f85885d6127c0d9ef4,Nova Poshta #49,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107162461882727631052/photos"">Olexandr Pashko</a>'], 'photo_reference': 'CmRaAAAATdEgEDxQkO4prID5JlijBne8zki3Jtc1XTxdY8s8xO_zB2sMGZN8seQ9mKuFPBw6c7x_2tdPO4i2rRqzX8K-mSbgfnS4EQRFggOLPkT0X2PN8D4j5kOUiBmB8xwyEYngEhAW8bYprO7fgnuS9vE45ts9GhRkoY5ve78-95kdGZ1YRB049HI1EA', 'width': 4208}]",ChIJ79dzkv_N1EARBpWn9-EsqAc,"{'compound_code': 'FGR4+8H Kyiv, Kyiv city', 'global_code': '9G2GFGR4+8H'}",4.3,ChIJ79dzkv_N1EARBpWn9-EsqAc,"['point_of_interest', 'establishment']",539
"Marshala Malynovs'koho St, 34а, Kyiv, Ukraine, 04210","{'location': {'lat': 50.5031095, 'lng': 30.507135}, 'viewport': {'northeast': {'lat': 50.50445992989273, 'lng': 30.50859937989273}, 'southwest': {'lat': 50.50176027010728, 'lng': 30.50589972010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,52f6d9f0e5985f9b2df7a5debc6cf7e25253ad4f,Nova Poshta #39,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116174087260571352664/photos"">Андрей Андрей</a>'], 'photo_reference': 'CmRaAAAAgIY6fOT62oPitD1HCMs46YN0_qxjdR4LsewikEJN8QRDaIniA-UTZ-CXyO7vKebhhG5K6LhNxr3cEAN5wXigIP1oHPvbIznZCPPhpz5huJ2TsL_eqwiin3WAc6-dxpNLEhASH-SOJ_kmmPMbbCoyTQ1aGhRWSb-HSQSkNM7u70oenZYvDX9D2A', 'width': 1080}]",ChIJCxBfihDS1EARAyYdlwHmg3E,"{'compound_code': 'GG34+6V Kyiv, Kyiv city', 'global_code': '9G2GGG34+6V'}",3.8,ChIJCxBfihDS1EARAyYdlwHmg3E,"['point_of_interest', 'establishment']",654
"Heroiv Stalinhrada Ave, 24, Kyiv, Ukraine, 04210","{'location': {'lat': 50.5115776, 'lng': 30.5085657}, 'viewport': {'northeast': {'lat': 50.51281837989272, 'lng': 30.50991207989272}, 'southwest': {'lat': 50.51011872010728, 'lng': 30.50721242010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ae3bad58af170391fbf15ca45711d62d78852757,Nova Poshta,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111227025478111398833/photos"">Kyrylo Sharshov</a>'], 'photo_reference': 'CmRaAAAAqUE-UPg8W4udD6cvHAgJLly73Giz8hSbIVvgGUmm_g0o4hbq3k4JNjyem-RR_lFTfkV3IZ2k2NqBRPixrOqrykO79O3as0BSeeSl1FX0WI9PULYD2d2Xxv9HhqqhwuwrEhBx5Cvbh8EPaDLI_1fXq-wRGhRQHdZZ_7FNBi0fwviPWm7GteLRFw', 'width': 4160}]",ChIJ21PeABfS1EAR2bSnSpCC408,"{'compound_code': 'GG65+JC Kyiv, Kyiv city', 'global_code': '9G2GGG65+JC'}",4.2,ChIJ21PeABfS1EAR2bSnSpCC408,"['point_of_interest', 'establishment']",380
"Pivnichna St, 1а, Kyiv, Ukraine, 01001","{'location': {'lat': 50.528253, 'lng': 30.502699}, 'viewport': {'northeast': {'lat': 50.52958227989271, 'lng': 30.50388592989273}, 'southwest': {'lat': 50.52688262010727, 'lng': 30.50118627010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,31edae9de43b00d664ba915e83caa42a68a35dd5,Nova Poshta #334,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100145049629650613061/photos"">Дмитрий Я</a>'], 'photo_reference': 'CmRaAAAAKcj5dpPN7QqNuzdOkbrKh23sm3nNG91JIK71kTnBKeYiUVVQW1TjnN8E6oBJ9i8l01UB3EqQmfURexFt0CD7Cta2-9r9gs8_PtOVpAIZomF5WMD0jo0OFyOR3Z75fOBjEhAdnsi1CNxcxVDMPU1_S-DsGhSdr-elNmKEH4RfecW8KDNHx7BpkQ', 'width': 1280}]",ChIJBZUtVE_S1EARKUUssqIMu9Y,"{'compound_code': 'GGH3+83 Kyiv, Kyiv city', 'global_code': '9G2GGGH3+83'}",4.4,ChIJBZUtVE_S1EARKUUssqIMu9Y,"['point_of_interest', 'establishment']",272
"Heroiv Stalinhrada Ave, 55, Kyiv, Ukraine, 04213","{'location': {'lat': 50.5215572, 'lng': 30.51286}, 'viewport': {'northeast': {'lat': 50.52291457989271, 'lng': 30.51412237989272}, 'southwest': {'lat': 50.52021492010727, 'lng': 30.51142272010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7202cff3425b3253bb16720657b486fbb47a547a,Nova Poshta Office #77,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101672321957287824477/photos"">Dmitriy G</a>'], 'photo_reference': 'CmRaAAAAWQtqKaKL3ebk7fDL6jZinejLYPiZ6NGk_Qv6V8oZMtDJI1QtjtVvohXKHEafpNrcIX0KtyVC7BqgVfZjVtwNWRszER0eMmR3XUZb3-lk6JcwSKspthKPGzOnXw9yKrSlEhDAv8w_DamRfYk3_Mp86yEnGhTTEi_ZUSCpVRjKuddmfUlBFXIZew', 'width': 3000}]",ChIJz2bhDDnS1EARH33s60-88fA,"{'compound_code': 'GGC7+J4 Kyiv, Kyiv city', 'global_code': '9G2GGGC7+J4'}",4.2,ChIJz2bhDDnS1EARH33s60-88fA,"['point_of_interest', 'establishment']",523
"Hradynska St, 7, Kyiv, Ukraine, 02034","{'location': {'lat': 50.5183638, 'lng': 30.5986522}, 'viewport': {'northeast': {'lat': 50.51978917989272, 'lng': 30.60001987989272}, 'southwest': {'lat': 50.51708952010728, 'lng': 30.59732022010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0303bc4f57ba256592a5cd82b752d54d9207239a,Нова Пошта. Parcel Shop №123. Київ,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102869621057000466950/photos"">Інна Інченко</a>'], 'photo_reference': 'CmRaAAAALQVmAo3pvk5_LCNyI1KtM19Sqs8RVDSEZGHMmWqMnQ2EfPyoU7AsCGQtmy-k6xnGp6VxlhMzng3pqaRtNwmeOGhxtyQZ0EHr-c5FIpgtmpAnaobhUWnnMUd1hjHElSVdEhBIH3IhwFVkp7GmcsSrHqNxGhSkE1Ku_L2-p5m8D_mGMIrKqR_fdw', 'width': 4608}]",ChIJJ527NdjI1EARlevEUudnHjI,"{'compound_code': 'GH9X+8F Kyiv, Kyiv city', 'global_code': '9G2GGH9X+8F'}",4.6,ChIJJ527NdjI1EARlevEUudnHjI,"['point_of_interest', 'establishment']",29
"Київ, Бальзака Оноре, 4, Kyiv, Ukraine, 02225","{'location': {'lat': 50.49942100000001, 'lng': 30.5775154}, 'viewport': {'northeast': {'lat': 50.50083527989272, 'lng': 30.57871117989272}, 'southwest': {'lat': 50.49813562010728, 'lng': 30.57601152010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,5816b1b4e9b409417a5cbc1e38d761fa7f97d66e,Нова Пошта №295,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100472252267851979477/photos"">Kovalchuk V.P.</a>'], 'photo_reference': 'CmRaAAAAdRKfyFfExKXwCfRr_uX0VPBS56rJ9nCfzOipBBiUyzubSlxFlIg836lzop_xqBC3xuu5dOIIcs-olidMEbDhNWWIiyt-nc6BrA6VB40D_nfJWoj9JiYbMBpOdxVmYlnWEhA1cPZyVWEwpQ8bCVDaEONiGhRXzCVWoWZD8bsAIy3YuJWcWYIuzQ', 'width': 4096}]",ChIJSfhM4LnR1EARqKQxSy1cgDY,"{'compound_code': 'FHXH+Q2 Kyiv, Kyiv city', 'global_code': '9G2GFHXH+Q2'}",4.6,ChIJSfhM4LnR1EARqKQxSy1cgDY,"['point_of_interest', 'establishment']",284
"Watsons, Київ, В. Маяковського, 75 (маг, Kyiv, Ukraine, 02232","{'location': {'lat': 50.5171471, 'lng': 30.6159925}, 'viewport': {'northeast': {'lat': 50.51851117989272, 'lng': 30.61728237989272}, 'southwest': {'lat': 50.51581152010727, 'lng': 30.61458272010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b99b9dcd3cac789f7e2b127beb162e1bfc0b63dc,Нова пошта №139,{'open_now': True},"[{'height': 1623, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107670541572867266642/photos"">Alexey ivanov</a>'], 'photo_reference': 'CmRaAAAAEPpHLlGKSKyjgYYuc-XMQb5IpGzbFJXONJvqieIZQcfQn0kjqB_b7sh3gg1vP8FuzaXduglsz80Hw4VN1TjREBHwro-CQYcfIrJF8i58EELmBnwcu5-2p2xeJspHR1noEhDK7_X6_0yoGvuJqn4fzsvaGhRKTA7vfDR4NKmLc-BlSfx6eMpc5w', 'width': 1440}]",ChIJ05y_zATR1EAR6aSE6jS8F3E,"{'compound_code': 'GJ88+V9 Kyiv, Kyiv city', 'global_code': '9G2GGJ88+V9'}",4.0,ChIJ05y_zATR1EAR6aSE6jS8F3E,"['point_of_interest', 'establishment']",81
"Heroiv Dnipra Street, 53, Kyiv, Ukraine, 04214","{'location': {'lat': 50.5230463, 'lng': 30.5058615}, 'viewport': {'northeast': {'lat': 50.52416112989272, 'lng': 30.50721407989272}, 'southwest': {'lat': 50.52146147010728, 'lng': 30.50451442010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,34d0579b21dab6536dac05b153ed59fa5853f297,Nova Poshta Office #145,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109493071081524839962/photos"">Svyatoslav Klimenko</a>'], 'photo_reference': 'CmRaAAAATpY5RYxsRXNAkw3_B-M5xsmfrYM56UCyUb9OJY3MZ4vbwa482NlEfsLDjlBIwgBu-BBrBvBk-yEUoWSHeaz4bXDquWPzd7cs1gRaQPQTtVz0kK3qxfEunF4Ustw2AQjPEhA3PEFRwZWkcMte-r-NznMGGhQZas5QdCBhsxJkzgJFIhgXShvOTg', 'width': 1920}]",ChIJ_YQ7m9La1EARD8OmJAsKia0,"{'compound_code': 'GGF4+68 Kyiv, Kyiv city', 'global_code': '9G2GGGF4+68'}",4.4,ChIJ_YQ7m9La1EARD8OmJAsKia0,"['point_of_interest', 'establishment']",142
"Mykoly Kybalchycha St, 23/25, Kyiv, Ukraine, 02139","{'location': {'lat': 50.49348209999999, 'lng': 30.6047476}, 'viewport': {'northeast': {'lat': 50.49475902989272, 'lng': 30.60637387989273}, 'southwest': {'lat': 50.49205937010728, 'lng': 30.60367422010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,77cad0e11819e633b307c01eba3591ae1f0c38cf,Novaya Pochta,{'open_now': True},"[{'height': 4016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111363810586111310754/photos"">Екатерина Кольченко</a>'], 'photo_reference': 'CmRaAAAA8omu0bLrDjYWvw0nH4vB7CWkhGU2095RjqTKZxA-PiF9hXAIhbo0aFlpVKhUzwptbjOwPDhvGsv-cUJqDpylhwaulByh12WdFdVVPmYOC4SYLr_HOp4ltnqLA84wDc6lEhA3Nx8CtalkJxcdDaRW0yerGhQomUbNBx8OkXYit4lwTHve5jQHog', 'width': 3008}]",ChIJC7lA0bXH1EARYDagbdiDkQA,"{'compound_code': 'FJV3+9V Kyiv, Kyiv city', 'global_code': '9G2GFJV3+9V'}",4.7,ChIJC7lA0bXH1EARYDagbdiDkQA,"['point_of_interest', 'establishment']",62
